S_No,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP_Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
467,TX000467,AC00063,445.41,2023-11-20 16:27:00,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,2.93258857489891,12154.66,2024-11-04 08:08:00
1903,TX001903,AC00336,1168.26,2023-06-12 16:25:00,Credit,Philadelphia,D000697,111.78.64.133,M005,Online,73,Retired,37,1.0,1385.74,2024-11-04 08:09:00
830,TX000830,AC00454,124.84,2023-09-22 17:44:00,Debit,Louisville,D000640,18.72.115.111,M051,Online,52,Retired,79,1.0,6711.78,2024-11-04 08:11:00
169,TX000169,AC00202,304.35,2023-12-04 17:07:00,Debit,Houston,D000281,183.39.94.209,M007,Branch,31,Engineer,36,1.0,4057.1,2024-11-04 08:08:00
1088,TX001088,AC00330,386.97,2023-01-31 16:51:00,Debit,Raleigh,D000324,107.247.202.71,M098,Branch,58,Retired,137,1.0,1876.35,2024-11-04 08:06:00
437,TX000437,AC00357,386.38,2023-01-24 16:00:00,Debit,Phoenix,D000461,203.197.235.35,M058,Online,42,Engineer,135,1.0,5528.36,2024-11-04 08:10:00
761,TX000761,AC00126,319.27,2023-08-07 16:54:00,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1.0,10269.78,2024-11-04 08:12:00
1081,TX001081,AC00102,192.73,2023-10-16 16:51:00,Debit,Milwaukee,D000391,182.84.41.229,M027,Branch,71,Retired,157,1.0,2037.75,2024-11-04 08:11:00
2248,TX002248,AC00003,207.47,2023-10-02 18:57:00,Debit,Miami,D000643,147.234.20.46,M045,ATM,53,Doctor,12,1.0,1688.9,2024-11-04 08:07:00
1982,TX001982,AC00256,584.88,2023-12-19 17:19:00,Debit,Philadelphia,D000202,91.204.200.167,M042,ATM,26,Student,121,1.0,548.45,2024-11-04 08:11:00
1804,TX001804,AC00179,216.03,2023-10-27 18:28:00,Debit,Boston,D000160,90.111.245.138,M042,ATM,42,Doctor,300,1.0,10462.77,2024-11-04 08:09:00
1795,TX001795,AC00274,37.81,2023-07-24 16:44:00,Debit,Colorado Springs,D000070,53.218.177.171,M074,Branch,63,Retired,195,1.0,5208.98,2024-11-04 08:11:00
1812,TX001812,AC00314,73.83,2023-01-05 18:29:00,Debit,Las Vegas,D000546,44.67.137.125,M097,Online,69,Doctor,69,1.0,6020.29,2024-11-04 08:06:00
376,TX000376,AC00316,1173.43250801351,2023-11-20 16:51:00,Debit,El Paso,D000113,63.67.150.226,M013,Branch,41,Doctor,297,1.0,13347.69,2024-11-04 08:09:00
482,TX000482,AC00229,348.7,2023-05-02 17:13:00,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1.0,2445.58,2024-11-04 08:06:00
1576,TX001576,AC00379,732.53,2023-05-22 16:54:00,Credit,San Jose,D000677,220.179.173.114,M066,ATM,26,Student,116,1.0,441.54,2024-11-04 08:12:00
1820,TX001820,AC00004,365.43,2023-11-23 16:51:00,Debit,Portland,D000146,136.172.149.77,M014,ATM,25,Student,176,1.0,1073.51,2024-11-04 08:09:00
207,TX000207,AC00181,800.55,2023-05-04 16:21:00,Debit,Oklahoma City,D000657,8.244.162.185,M062,ATM,31,Engineer,108,1.0,9660.22,2024-11-04 08:06:00
1251,TX001251,AC00326,80.96,2023-09-27 17:47:00,Credit,Jacksonville,D000179,81.248.235.147,M078,Online,19,Student,97,1.0,959.94,2024-11-04 08:06:00
1298,TX001298,AC00275,547.98,2023-10-24 17:04:00,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,28,Student,171,1.0,1358.54,2024-11-04 08:09:00
1737,TX001737,AC00010,7.56,2023-02-06 16:38:00,Debit,Milwaukee,D000358,205.45.234.42,M070,ATM,40,Doctor,145,1.0,8528.72,2024-11-04 08:07:00
929,TX000929,AC00479,22.26,2023-01-30 18:50:00,Debit,San Antonio,D000028,211.45.75.44,M057,Branch,19,Student,56,1.0,5583.88,2024-11-04 08:08:00
445,TX000445,AC00280,251.06,2023-12-06 17:27:00,Debit,Colorado Springs,D000593,195.237.152.198,M003,Online,36,Doctor,34,1.0,10001.66,2024-11-04 08:10:00
2487,TX002487,AC00202,377.04,2023-03-16 16:52:00,Debit,Chicago,D000587,203.170.198.177,M054,ATM,34,Engineer,64,1.0,3812.87,2024-11-04 08:09:00
232,TX000232,AC00430,705.6,2023-02-20 18:41:00,Debit,Phoenix,D000103,205.45.234.42,M071,Branch,40,Doctor,124,2.93258857489891,14804.7,2024-11-04 08:09:00
178,TX000178,AC00273,792.57,2023-05-22 16:22:00,Debit,Baltimore,D000424,110.235.207.187,M059,ATM,19,Student,164,1.0,770.37,2024-11-04 08:10:00
638,TX000638,AC00026,90.88,2023-02-20 16:48:00,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1.0,3908.47,2024-11-04 08:07:00
780,TX000780,AC00013,138.11,2023-12-11 17:29:00,Credit,Phoenix,D000227,20.147.6.179,M001,Online,68,Retired,104,1.0,4177.65,2024-11-04 08:07:00
1082,TX001082,AC00200,146.01,2023-04-25 16:28:00,Debit,San Francisco,D000270,72.192.101.196,M017,Online,26,Student,269,1.0,221.79,2024-11-04 08:09:00
1649,TX001649,AC00157,150.6,2023-04-17 17:43:00,Debit,Miami,D000339,7.146.35.122,M080,ATM,69,Retired,59,1.0,3240.14,2024-11-04 08:07:00
627,TX000627,AC00454,253.47,2023-06-14 17:07:00,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1.0,220.51,2024-11-04 08:08:00
89,TX000089,AC00438,9.61,2023-06-22 18:37:00,Credit,San Diego,D000453,132.127.5.187,M043,Online,58,Doctor,179,1.0,12883.91,2024-11-04 08:09:00
1970,TX001970,AC00189,146.55,2023-08-03 18:35:00,Debit,Virginia Beach,D000163,82.75.200.117,M002,Online,54,Retired,124,2.93258857489891,4087.44,2024-11-04 08:07:00
53,TX000053,AC00115,85.43,2023-06-07 16:45:00,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1.0,14904.9,2024-11-04 08:06:00
776,TX000776,AC00092,173.74,2023-09-08 17:48:00,Debit,Houston,D000127,161.177.41.214,M074,Online,80,Retired,64,1.0,4913.42,2024-11-04 08:11:00
1988,TX001988,AC00225,97.74,2023-09-04 16:46:00,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1.0,4113.63,2024-11-04 08:07:00
2271,TX002271,AC00396,789.8,2023-07-10 16:04:00,Debit,Jacksonville,D000271,63.82.133.139,M038,ATM,40,Doctor,94,1.0,13948.09,2024-11-04 08:07:00
344,TX000344,AC00232,703.89,2023-09-22 16:42:00,Debit,San Antonio,D000473,48.19.99.211,M074,Online,46,Engineer,62,1.0,3583.67,2024-11-04 08:06:00
1989,TX001989,AC00278,291.68,2023-08-07 18:07:00,Debit,Columbus,D000021,72.128.135.172,M058,ATM,21,Student,90,1.0,1451.02,2024-11-04 08:11:00
2503,TX002503,AC00069,603.54,2023-04-21 16:22:00,Debit,Albuquerque,D000321,112.86.148.212,M029,Online,44,Doctor,26,1.0,10517.47,2024-11-04 08:08:00
779,TX000779,AC00078,567.92,2023-06-20 16:27:00,Debit,Columbus,D000358,213.207.62.176,M042,Online,53,Retired,14,1.0,3779.47,2024-11-04 08:12:00
291,TX000291,AC00427,43.46,2023-07-21 17:02:00,Debit,Boston,D000263,21.190.11.223,M020,ATM,25,Student,80,1.0,578.06,2024-11-04 08:10:00
2063,TX002063,AC00048,304.2,2023-06-08 16:06:00,Debit,Indianapolis,D000652,11.188.75.155,M083,Online,25,Student,102,1.0,423.64,2024-11-04 08:10:00
2113,TX002113,AC00353,34.03,2023-05-22 17:09:00,Debit,Los Angeles,D000133,141.241.241.128,M016,Branch,57,Engineer,38,1.0,3077.2,2024-11-04 08:09:00
2091,TX002091,AC00442,258.21,2023-11-27 17:19:00,Debit,San Antonio,D000530,68.254.244.208,M014,Online,39,Doctor,225,1.0,9562.41,2024-11-04 08:10:00
249,TX000249,AC00253,842.01,2023-09-12 16:43:00,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1.0,509.45,2024-11-04 08:08:00
492,TX000492,AC00318,505.19,2023-03-14 16:25:00,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,2.93258857489891,5326.68,2024-11-04 08:10:00
322,TX000322,AC00300,179.43,2023-08-11 18:20:00,Debit,Oklahoma City,D000421,189.198.67.252,M004,ATM,58,Retired,244,1.0,2626.63,2024-11-04 08:10:00
1147,TX001147,AC00068,958.9,2023-07-04 16:30:00,Debit,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1.0,9977.49,2024-11-04 08:06:00
1440,TX001440,AC00090,81.51,2023-08-10 16:10:00,Debit,Washington,D000079,192.95.36.246,M059,Branch,25,Student,97,1.0,865.49,2024-11-04 08:07:00
544,TX000544,AC00316,552.02,2023-11-30 16:51:00,Credit,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1.0,522.08,2024-11-04 08:09:00
162,TX000162,AC00227,307.57,2023-01-09 16:12:00,Debit,Detroit,D000076,128.16.32.183,M049,Branch,33,Doctor,285,1.0,5307.74,2024-11-04 08:06:00
95,TX000095,AC00425,644.17,2023-03-02 16:05:00,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1.0,1143.52,2024-11-04 08:08:00
459,TX000459,AC00021,275.92,2023-09-18 18:47:00,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1.0,1777.38,2024-11-04 08:07:00
2499,TX002499,AC00407,43.1,2023-10-04 18:25:00,Debit,Denver,D000254,65.124.242.67,M092,Branch,25,Student,102,1.0,6944.9,2024-11-04 08:07:00
1664,TX001664,AC00063,27.94,2023-11-03 18:44:00,Debit,Atlanta,D000003,141.201.46.191,M093,Branch,79,Retired,120,1.0,1893.44,2024-11-04 08:08:00
1407,TX001407,AC00104,275.2,2023-08-24 17:13:00,Debit,New York,D000122,59.12.96.11,M058,Online,54,Engineer,81,1.0,1230.12,2024-11-04 08:09:00
2500,TX002500,AC00089,557.78,2023-05-30 16:55:00,Credit,Phoenix,D000202,142.160.124.244,M072,Branch,26,Student,102,1.0,1289.48,2024-11-04 08:11:00
645,TX000645,AC00176,159.32,2023-01-16 18:57:00,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1.0,304.44,2024-11-04 08:10:00
1009,TX001009,AC00075,647.85,2023-12-04 16:31:00,Debit,Omaha,D000574,97.106.5.76,M034,Branch,36,Doctor,121,1.0,13779.97,2024-11-04 08:09:00
1073,TX001073,AC00045,1074.29,2023-01-05 16:43:00,Debit,Portland,D000147,138.210.196.19,M081,Branch,67,Retired,79,1.0,2011.6,2024-11-04 08:11:00
1958,TX001958,AC00301,845.14,2023-01-09 16:21:00,Credit,Oklahoma City,D000154,8.244.162.185,M026,Branch,73,Retired,183,1.0,1702.65,2024-11-04 08:11:00
475,TX000475,AC00219,88.6,2023-02-14 17:01:00,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1.0,246.57,2024-11-04 08:08:00
297,TX000297,AC00381,475.36,2023-10-02 16:03:00,Debit,Phoenix,D000540,132.127.5.187,M018,ATM,34,Engineer,105,1.0,2000.6,2024-11-04 08:06:00
98,TX000098,AC00011,25.36,2023-07-17 17:08:00,Debit,Louisville,D000192,62.152.134.92,M007,ATM,57,Engineer,78,1.0,201.04,2024-11-04 08:11:00
595,TX000595,AC00051,312.47,2023-05-02 17:24:00,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,2.93258857489891,9419.27,2024-11-04 08:08:00
123,TX000123,AC00311,317.87,2023-05-22 17:29:00,Debit,Detroit,D000314,79.227.202.117,M076,Online,27,Student,91,1.0,145.5,2024-11-04 08:11:00
200,TX000200,AC00358,493.11,2023-07-31 16:25:00,Debit,Colorado Springs,D000232,35.220.238.127,M022,Branch,53,Retired,236,1.0,7432.99,2024-11-04 08:08:00
2214,TX002214,AC00024,423.53,2023-08-10 17:08:00,Credit,Kansas City,D000239,32.71.250.58,M025,Branch,50,Doctor,81,1.0,5453.4,2024-11-04 08:07:00
2046,TX002046,AC00263,675.37,2023-12-29 16:45:00,Credit,Jacksonville,D000508,10.223.224.50,M001,Online,56,Retired,31,1.0,4704.91,2024-11-04 08:11:00
2254,TX002254,AC00236,0.32,2023-08-04 17:44:00,Debit,Boston,D000129,173.135.78.201,M033,ATM,39,Engineer,136,1.0,7158.58,2024-11-04 08:09:00
1549,TX001549,AC00172,870.3,2023-08-28 17:56:00,Debit,San Jose,D000200,143.212.47.226,M003,ATM,51,Retired,229,1.0,3688.98,2024-11-04 08:08:00
1521,TX001521,AC00246,91.23,2023-05-15 16:13:00,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1.0,6385.12,2024-11-04 08:08:00
1886,TX001886,AC00363,144.1,2023-07-07 17:24:00,Debit,Chicago,D000214,49.29.37.185,M065,Branch,57,Doctor,30,1.0,11523.64,2024-11-04 08:10:00
359,TX000359,AC00331,166.13,2023-09-06 17:01:00,Debit,Omaha,D000473,29.168.185.63,M013,ATM,68,Doctor,227,1.0,11822.53,2024-11-04 08:12:00
1807,TX001807,AC00025,350.11,2023-03-13 17:10:00,Credit,Raleigh,D000510,24.181.236.233,M050,Online,74,Retired,178,1.0,4639.04,2024-11-04 08:08:00
171,TX000171,AC00474,777.88,2023-03-20 16:58:00,Debit,Houston,D000436,139.23.212.102,M018,Branch,31,Engineer,17,1.0,6825.55,2024-11-04 08:09:00
2307,TX002307,AC00489,209.09,2023-11-07 18:44:00,Debit,Virginia Beach,D000058,7.105.184.86,M091,ATM,48,Doctor,203,1.0,9100.81,2024-11-04 08:06:00
684,TX000684,AC00242,120.62,2023-02-27 16:37:00,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1.0,9379.53,2024-11-04 08:06:00
1974,TX001974,AC00407,584.41,2023-01-02 16:51:00,Debit,Las Vegas,D000326,124.180.225.109,M051,ATM,23,Student,41,1.0,4475.22,2024-11-04 08:11:00
57,TX000057,AC00271,60.54,2023-12-14 17:52:00,Credit,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1.0,3534.93,2024-11-04 08:09:00
1638,TX001638,AC00041,348.44,2023-11-06 17:58:00,Debit,Baltimore,D000668,175.166.115.182,M034,Online,24,Student,147,1.0,1022.94,2024-11-04 08:09:00
496,TX000496,AC00039,634.86,2023-08-10 16:28:00,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1.0,588.5,2024-11-04 08:08:00
1674,TX001674,AC00002,331.66,2023-09-11 17:52:00,Debit,Las Vegas,D000041,1.198.76.182,M040,ATM,76,Retired,145,1.0,7216.3,2024-11-04 08:08:00
422,TX000422,AC00235,5.12,2023-10-13 16:08:00,Debit,New York,D000660,188.205.152.176,M002,Branch,34,Engineer,90,1.0,3293.01,2024-11-04 08:10:00
2394,TX002394,AC00177,138.54,2023-01-03 17:56:00,Credit,Austin,D000022,195.237.152.198,M028,Branch,60,Engineer,93,1.0,8274.77,2024-11-04 08:09:00
436,TX000436,AC00452,778.49,2023-07-03 16:48:00,Credit,Omaha,D000102,161.71.2.223,M054,Online,75,Retired,107,1.0,7713.67,2024-11-04 08:09:00
2421,TX002421,AC00215,54.84,2023-05-08 16:48:00,Debit,Kansas City,D000140,186.54.68.246,M002,Online,52,Retired,124,1.0,3495.51,2024-11-04 08:11:00
2133,TX002133,AC00274,341.88,2023-06-14 16:34:00,Debit,Austin,D000321,3.11.254.2,M053,ATM,43,Engineer,89,1.0,4159.52,2024-11-04 08:11:00
1466,TX001466,AC00241,272.97,2023-04-17 18:42:00,Debit,Boston,D000638,66.226.179.193,M033,Online,68,Retired,174,1.0,7811.31,2024-11-04 08:10:00
1021,TX001021,AC00337,309.56,2023-06-05 17:29:00,Debit,Charlotte,D000591,6.204.110.7,M094,Online,58,Doctor,147,1.0,972.04,2024-11-04 08:09:00
1301,TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1.0,1731.89,2024-11-04 08:12:00
1311,TX001311,AC00032,52.23,2023-09-11 18:08:00,Credit,San Francisco,D000088,154.138.163.229,M016,Branch,28,Student,96,1.0,105.01,2024-11-04 08:08:00
1771,TX001771,AC00022,1.82,2023-04-13 17:35:00,Debit,San Francisco,D000652,146.250.144.172,M009,Online,80,Retired,60,1.0,5571.39,2024-11-04 08:09:00
892,TX000892,AC00431,64.21,2023-01-09 16:36:00,Debit,Omaha,D000527,134.222.122.238,M028,ATM,51,Doctor,37,1.0,12540.18,2024-11-04 08:09:00
1373,TX001373,AC00116,356.56,2023-10-09 17:23:00,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1.0,2485.73,2024-11-04 08:11:00
1058,TX001058,AC00191,83.07,2023-01-06 16:13:00,Debit,Miami,D000182,138.210.196.19,M026,Branch,27,Engineer,291,2.93258857489891,6704.76,2024-11-04 08:10:00
1705,TX001705,AC00155,148.77,2023-03-30 18:20:00,Debit,San Jose,D000179,140.94.123.72,M083,Branch,67,Retired,175,1.0,2138.42,2024-11-04 08:11:00
2283,TX002283,AC00191,372.08,2023-03-06 16:37:00,Debit,Houston,D000470,102.203.223.1,M032,Branch,66,Doctor,63,1.0,13330.74,2024-11-04 08:12:00
548,TX000548,AC00456,97.09,2023-04-10 18:26:00,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,2.93258857489891,1579.57,2024-11-04 08:06:00
69,TX000069,AC00461,117.28,2023-02-09 16:34:00,Credit,Austin,D000128,46.150.175.171,M057,Online,60,Engineer,16,1.0,3665.77,2024-11-04 08:07:00
2155,TX002155,AC00157,481.53,2023-09-12 17:21:00,Debit,Atlanta,D000142,221.169.49.152,M087,Branch,58,Retired,277,1.0,6142.54,2024-11-04 08:11:00
2425,TX002425,AC00116,14.34,2023-10-17 17:51:00,Credit,Memphis,D000620,80.92.209.207,M004,Online,67,Retired,24,1.0,7932.51,2024-11-04 08:07:00
2159,TX002159,AC00105,136.82,2023-08-25 18:24:00,Debit,Chicago,D000541,49.31.186.82,M091,Branch,31,Engineer,14,1.0,6229.13,2024-11-04 08:08:00
1976,TX001976,AC00260,79.21,2023-11-24 17:52:00,Debit,Colorado Springs,D000014,165.143.173.165,M055,Branch,56,Retired,140,1.0,1615.04,2024-11-04 08:07:00
1207,TX001207,AC00196,3.8,2023-08-08 16:47:00,Debit,Denver,D000619,56.116.189.0,M074,Branch,67,Retired,140,1.0,6285.39,2024-11-04 08:08:00
2488,TX002488,AC00125,54.1,2023-05-19 17:47:00,Credit,Boston,D000031,110.64.1.201,M085,Branch,28,Engineer,17,1.0,940.91,2024-11-04 08:06:00
362,TX000362,AC00192,788.84,2023-05-17 17:00:00,Debit,Phoenix,D000402,4.105.134.118,M055,Online,58,Retired,231,1.0,1913.73,2024-11-04 08:09:00
2092,TX002092,AC00228,1079.11,2023-05-05 16:42:00,Debit,Las Vegas,D000203,209.214.250.164,M042,Online,53,Engineer,211,1.0,2038.31,2024-11-04 08:07:00
1140,TX001140,AC00360,139.69,2023-06-15 17:22:00,Debit,Indianapolis,D000502,147.119.62.178,M025,Online,52,Engineer,180,1.0,9567.94,2024-11-04 08:07:00
460,TX000460,AC00499,376.79,2023-01-30 17:47:00,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,68,Retired,265,1.0,7749.14,2024-11-04 08:08:00
1389,TX001389,AC00412,407.65,2023-08-07 17:17:00,Debit,Denver,D000013,8.136.178.116,M095,ATM,25,Student,263,1.0,273.78,2024-11-04 08:08:00
1624,TX001624,AC00130,199.37,2023-06-29 17:39:00,Debit,Chicago,D000413,198.24.183.157,M083,Online,24,Student,79,1.0,1331.3,2024-11-04 08:08:00
1319,TX001319,AC00264,101.52,2023-08-09 16:22:00,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1.0,2018.9,2024-11-04 08:08:00
712,TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1.0,479.08,2024-11-04 08:08:00
1826,TX001826,AC00458,5.71,2023-12-01 17:35:00,Debit,Tucson,D000231,109.42.41.157,M071,Branch,21,Student,106,1.0,1285.42,2024-11-04 08:10:00
1685,TX001685,AC00219,291.27,2023-06-19 17:58:00,Debit,Detroit,D000119,184.59.28.72,M097,Branch,77,Retired,121,1.0,6878.86,2024-11-04 08:10:00
1887,TX001887,AC00448,72.5,2023-04-10 17:48:00,Debit,Fort Worth,D000431,201.113.165.203,M053,ATM,40,Doctor,30,1.0,12723.62,2024-11-04 08:11:00
725,TX000725,AC00279,39.11,2023-09-01 18:05:00,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1.0,518.54,2024-11-04 08:08:00
286,TX000286,AC00033,47.42,2023-12-19 16:46:00,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1.0,8253.52,2024-11-04 08:08:00
2195,TX002195,AC00418,1047.69,2023-10-16 16:32:00,Debit,Austin,D000008,51.196.87.214,M037,Online,20,Student,139,1.0,1889.78,2024-11-04 08:10:00
986,TX000986,AC00278,121.17,2023-12-25 17:31:00,Debit,Phoenix,D000573,155.19.119.0,M053,ATM,68,Doctor,158,1.0,12990.77,2024-11-04 08:10:00
378,TX000378,AC00232,94.3,2023-12-25 17:53:00,Debit,Phoenix,D000446,198.39.35.23,M042,Branch,57,Doctor,57,1.0,11088.95,2024-11-04 08:08:00
1806,TX001806,AC00354,491.91,2023-01-09 17:15:00,Debit,Milwaukee,D000314,193.217.248.188,M036,Online,78,Retired,155,1.0,2421.94,2024-11-04 08:09:00
1354,TX001354,AC00312,1173.43250801351,2023-06-15 16:48:00,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1.0,2060.02,2024-11-04 08:09:00
2104,TX002104,AC00281,161.38,2023-11-09 16:06:00,Credit,Colorado Springs,D000690,71.93.189.160,M019,Online,24,Student,101,1.0,3900.34,2024-11-04 08:10:00
1321,TX001321,AC00298,10.52,2023-07-19 17:38:00,Debit,Kansas City,D000137,1.238.163.61,M019,ATM,55,Retired,30,1.0,2472.99,2024-11-04 08:11:00
795,TX000795,AC00425,175.94,2023-06-05 16:16:00,Debit,Indianapolis,D000438,47.167.178.158,M044,ATM,57,Retired,89,1.0,3728.04,2024-11-04 08:07:00
2170,TX002170,AC00020,592.24,2023-10-16 16:49:00,Debit,Tucson,D000201,159.37.30.154,M034,ATM,52,Doctor,140,1.0,9817.05,2024-11-04 08:07:00
401,TX000401,AC00145,194.85,2023-09-12 16:50:00,Debit,Jacksonville,D000601,148.234.210.167,M096,Online,23,Student,130,2.93258857489891,319.84,2024-11-04 08:08:00
1109,TX001109,AC00390,43.65,2023-10-30 16:23:00,Credit,Charlotte,D000236,41.82.55.163,M066,Branch,30,Engineer,212,1.0,2870.67,2024-11-04 08:11:00
1006,TX001006,AC00190,15.74,2023-01-09 16:05:00,Debit,Denver,D000064,136.250.159.93,M051,Branch,27,Student,38,1.0,690.16,2024-11-04 08:10:00
1749,TX001749,AC00142,504.12,2023-04-14 17:35:00,Credit,Baltimore,D000248,104.80.232.55,M008,Branch,25,Student,101,1.0,1107.28,2024-11-04 08:10:00
2140,TX002140,AC00325,438.76,2023-02-13 16:48:00,Debit,San Antonio,D000074,182.84.41.229,M072,Branch,22,Student,73,1.0,1824.19,2024-11-04 08:11:00
2149,TX002149,AC00021,734.86,2023-12-08 16:36:00,Credit,Boston,D000198,134.140.85.231,M075,Branch,48,Engineer,290,1.0,6242.03,2024-11-04 08:08:00
1691,TX001691,AC00442,12.18,2023-04-20 18:50:00,Debit,New York,D000326,190.152.148.249,M088,Branch,76,Retired,77,1.0,4909.24,2024-11-04 08:07:00
31,TX000031,AC00367,28.31,2023-07-17 17:49:00,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1.0,8334.47,2024-11-04 08:09:00
1498,TX001498,AC00018,1173.43250801351,2023-02-20 16:36:00,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1.0,1821.0,2024-11-04 08:09:00
2266,TX002266,AC00089,241.21,2023-09-25 16:37:00,Debit,Omaha,D000264,116.237.223.50,M037,ATM,31,Engineer,108,1.0,1220.86,2024-11-04 08:09:00
586,TX000586,AC00362,94.59,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1.0,6171.89,2024-11-04 08:10:00
1616,TX001616,AC00030,363.84,2023-10-19 17:41:00,Debit,Columbus,D000069,26.240.219.199,M048,Online,73,Retired,118,2.93258857489891,5415.64,2024-11-04 08:09:00
1068,TX001068,AC00248,48.77,2023-06-15 17:49:00,Credit,Austin,D000273,110.247.153.70,M013,Online,42,Engineer,51,1.0,2040.16,2024-11-04 08:08:00
197,TX000197,AC00426,199.39,2023-08-21 16:16:00,Debit,Colorado Springs,D000304,194.88.79.54,M023,Branch,69,Retired,165,1.0,7264.79,2024-11-04 08:09:00
2127,TX002127,AC00242,84.91,2023-10-16 18:38:00,Debit,Raleigh,D000667,141.201.46.191,M034,Online,18,Student,68,1.0,1671.86,2024-11-04 08:06:00
1362,TX001362,AC00136,61.98,2023-01-03 18:18:00,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1.0,5212.28,2024-11-04 08:08:00
1692,TX001692,AC00318,207.71,2023-11-16 17:48:00,Credit,Kansas City,D000377,79.227.202.117,M066,Online,25,Student,63,1.0,570.1,2024-11-04 08:10:00
2400,TX002400,AC00088,217.61,2023-02-28 17:34:00,Debit,Omaha,D000512,19.228.76.177,M039,Online,27,Student,120,1.0,1661.1,2024-11-04 08:11:00
228,TX000228,AC00115,581.65,2023-01-09 16:54:00,Debit,Boston,D000666,80.92.209.207,M009,ATM,22,Student,176,1.0,480.19,2024-11-04 08:09:00
1262,TX001262,AC00136,886.19,2023-08-21 17:32:00,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,61,Retired,69,1.0,7904.24,2024-11-04 08:08:00
1651,TX001651,AC00438,54.34,2023-12-25 18:03:00,Debit,Albuquerque,D000582,5.74.9.122,M035,ATM,65,Doctor,46,1.0,8019.89,2024-11-04 08:11:00
1459,TX001459,AC00217,46.22,2023-11-13 16:41:00,Debit,San Jose,D000638,49.31.186.82,M049,Branch,23,Student,217,1.0,471.28,2024-11-04 08:08:00
2132,TX002132,AC00372,218.57,2023-10-16 16:30:00,Credit,Memphis,D000095,110.64.1.201,M004,Branch,62,Doctor,102,1.0,13869.86,2024-11-04 08:08:00
508,TX000508,AC00491,37.57,2023-04-26 18:35:00,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1.0,7739.54,2024-11-04 08:09:00
1412,TX001412,AC00374,68.28,2023-06-08 18:54:00,Debit,Boston,D000649,148.112.151.27,M100,Online,56,Engineer,293,1.0,3213.16,2024-11-04 08:08:00
404,TX000404,AC00020,353.82,2023-04-10 17:57:00,Debit,Milwaukee,D000043,72.128.135.172,M035,ATM,42,Doctor,143,1.0,705.75,2024-11-04 08:06:00
1606,TX001606,AC00257,620.54,2023-03-27 16:26:00,Credit,Omaha,D000078,161.168.126.136,M009,Branch,28,Student,98,1.0,213.36,2024-11-04 08:07:00
1825,TX001825,AC00289,93.82,2023-06-26 17:37:00,Debit,San Diego,D000018,16.250.113.156,M006,Online,39,Engineer,176,1.0,8422.06,2024-11-04 08:11:00
